Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
306598,Psychoanalysis: The Impossible Profession,Janet Malcolm,"Malcolm, Janet",,"=""1568213425""","=""9781568213422""",0,4.18,"Jason Aronson, Inc.",Hardcover,184,1981,1981,,2021/12/23,to-read,to-read (#124),to-read,,,,0,0
16810,The Berlin Stories,Christopher Isherwood,"Isherwood, Christopher",,"=""0811200701""","=""9780811200707""",0,4.04,New Directions,Paperback,401,1963,1945,,2021/12/23,to-read,to-read (#123),to-read,,,,0,0
79898,John Wayne's America: The Politics of Celebrity,Garry Wills,"Wills, Garry",,"=""0684808234""","=""9780684808239""",0,3.62,Simon & Schuster (NYC),Hardcover,384,1997,1997,,2021/12/23,to-read,to-read (#122),to-read,,,,0,0
56822970,The Defiant Middle: How Women Claim Life's In-Betweens to Remake the World,Kaya Oakes,"Oakes, Kaya",,"=""1506467687""","=""9781506467689""",0,4.34,Broadleaf Books,Hardcover,200,2021,,,2021/12/23,to-read,to-read (#121),to-read,,,,0,0
38821039,The Making of a Manager: What to Do When Everyone Looks to You,Julie Zhuo,"Zhuo, Julie",,"=""0735219567""","=""9780735219564""",0,4.21,Portfolio,Hardcover,288,2019,2019,,2021/12/23,to-read,to-read (#120),to-read,,,,0,0
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""110114646X""","=""9781101146460""",5,3.89,Ace,Kindle Edition,288,2007,1984,2021/07/20,2020/12/07,,,read,,,,1,0
43868109,Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385545681""","=""9780385545686""",0,4.54,Doubleday,Hardcover,535,2021,2021,,2021/12/22,to-read,to-read (#119),to-read,,,,0,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",3,4.50,Ballantine Books,Hardcover,476,2021,2021,2021/12/22,2021/12/22,,,read,,,,1,0
57196550,The Programmer's Brain,Felienne Hermans,"Hermans, Felienne",,"=""1617298670""","=""9781617298677""",0,3.88,Manning Publications,Paperback,256,2021,,,2021/12/21,to-read,to-read (#118),to-read,,,,0,0
16631,Steppenwolf,Hermann Hesse,"Hesse, Hermann",Basil Creighton,"=""0140282580""","=""9780140282580""",4,4.13,Penguin,Paperback,256,1999,1927,2021/11/15,2021/12/19,,,read,,,,1,0
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"Goodwin, Doris Kearns",,"=""""","=""""",0,4.28,Simon & Schuster,Paperback,916,2006,2005,,2021/12/19,to-read,to-read (#117),to-read,,,,0,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",0,4.27,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,,2021/12/16,to-read,to-read (#116),to-read,,,,0,0
10806532,The Gospel of Wealth,Andrew Carnegie,"Carnegie, Andrew",,"=""1409942171""","=""9781409942177""",0,3.62,Dodo Pr,Paperback,40,2008,1889,,2021/12/15,to-read,to-read (#115),to-read,,,,0,0
25431690,Combat Liberalism,Mao Zedong,"Zedong, Mao",,"=""""","=""""",0,4.11,Foreign Language Press,Paperback,8,1967,1937,,2021/12/15,to-read,to-read (#114),to-read,,,,0,0
52198,"The Origin of the Family, Private Property and the State",Friedrich Engels,"Engels, Friedrich",Ernest Untermann,"=""0898754690""","=""9780898754698""",0,4.13,University Press of the Pacific,Paperback,220,2001,1884,,2021/12/15,to-read,to-read (#113),to-read,,,,0,0
15369896,Wage Labour and Capital,Karl Marx,"Marx, Karl",Friedrich Engels,"=""0828500592""","=""9780828500593""",0,4.25,"Imported Publications, Inc.",Paperback,45,1976,1891,,2021/12/15,to-read,to-read (#112),to-read,,,,0,0
133487,Lenin: A Biography,Robert Service,"Service, Robert",,"=""0330491393""","=""9780330491396""",0,3.84,Pan Macmillan,Paperback,592,2002,2000,,2021/12/15,to-read,to-read (#111),to-read,,,,0,0
2882603,Days with Lenin,Maxim Gorky,"Gorky, Maxim",,"=""1410211967""","=""9781410211965""",0,3.25,University Press of the Pacific,Paperback,68,2004,1924,,2021/12/15,to-read,to-read (#110),to-read,,,,0,0
676046,The Sciences of the Artificial,Herbert A. Simon,"Simon, Herbert A.",,"=""0262691914""","=""9780262691918""",4,4.29,MIT Press,Paperback,248,1996,1969,2021/12/14,2019/09/08,,,read,,,,1,0
103761,Zen in the Art of Writing: Releasing the Creative Genius Within You,Ray Bradbury,"Bradbury, Ray",,"=""0553296345""","=""9780553296341""",3,4.08,Bantam,Mass Market Paperback,158,1992,1973,2021/12/11,2021/11/06,,,read,,,,1,0
1852,The Call of the Wild,Jack London,"London, Jack",Avi,"=""""","=""""",4,3.91,Scholastic,Mass Market Paperback,172,2001,1903,2021/12/12,2021/11/13,,,read,,,,1,0
37677,The Call of the Wild / White Fang,Jack London,"London, Jack",,"=""1587263890""","=""9781587263897""",0,4.12,Ann Arbor Media,Hardcover,292,2006,1906,,2021/12/08,currently-reading,currently-reading (#13),currently-reading,,,,1,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",5,4.25,Harper Voyager,Paperback,387,1994,1974,2021/12/07,2021/11/30,,,read,,,,1,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",5,4.10,Ace,Paperback,304,2000,1969,2021/11/30,2020/12/12,,,read,,,,1,0
34504,"Wyrd Sisters (Discworld, #6; Witches, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061020664""","=""9780061020667""",0,4.16,HarTorch,Mass Market Paperback,265,2001,1988,,2021/11/28,to-read,to-read (#109),to-read,,,,0,0
64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060502932""","=""9780060502935""",0,4.41,HarperTorch,Mass Market Paperback,394,2005,2004,,2021/11/28,to-read,to-read (#108),to-read,,,,0,0
978934,"Possibilities: Essays on Hierarchy, Rebellion, and Desire",David Graeber,"Graeber, David",,"=""1904859666""","=""9781904859666""",0,4.24,AK Press,Paperback,400,2007,2007,,2021/11/23,to-read,to-read (#107),to-read,,,,0,0
54968118,"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race",Walter Isaacson,"Isaacson, Walter",,"=""1982115858""","=""9781982115852""",0,4.28,Simon & Schuster,Hardcover,536,2021,2021,,2021/11/23,to-read,to-read (#106),to-read,,,,0,0
40651883,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",5,4.02,Spectra,Kindle Edition,559,2018,1992,2021/11/23,2020/12/16,,,read,,,,1,0
1496410,The Uses of Literacy (Classics in Communication and Mass Culture Series),Richard Hoggart,"Hoggart, Richard",,"=""0765804212""","=""9780765804211""",0,3.81,Routledge,Paperback,366,1998,1957,,2021/10/15,currently-reading,currently-reading (#12),currently-reading,,,,1,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.23,Avon,Mass Market Paperback,1152,2002,1999,,2021/11/22,to-read,to-read (#105),to-read,,,,0,0
242319,I See Satan Fall Like Lightning,René Girard,"Girard, René",James G. Williams,"=""1570753199""","=""9781570753190""",0,4.32,Orbis,Paperback,215,2001,1999,,2021/11/08,to-read,to-read (#104),to-read,,,,0,0
78223,"Art of the Short Story, The",Dana Gioia,"Gioia, Dana",R.S. Gwynn,"=""0321363639""","=""9780321363633""",0,4.27,Pearson,Paperback,944,2005,2005,,2021/11/06,to-read,to-read (#103),to-read,,,,0,0
21480734,Dataclysm: Who We Are (When We Think No One's Looking),Christian Rudder,"Rudder, Christian",,"=""0385347375""","=""9780385347372""",4,3.73,Crown,Hardcover,304,2014,2014,,2021/11/03,,,read,,,,1,0
45303387,An Elegant Puzzle: Systems of Engineering Management,Will Larson,"Larson, Will",,"=""1953953336""","=""9781953953339""",3,4.10,Stripe Press,Kindle Edition,289,2019,2019,2021/11/03,2021/11/02,,,read,,,,1,0
21343,The Five Dysfunctions of a Team,Patrick Lencioni,"Lencioni, Patrick",,"=""0787960756""","=""9780787960759""",0,4.11,FisicalBook,Paperback,228,2011,2002,,2021/11/03,to-read,to-read (#102),to-read,,,,0,0
13455,Don't Think of an Elephant! Know Your Values and Frame the Debate: The Essential Guide for Progressives,George Lakoff,"Lakoff, George","Howard Dean, Don Hazen","=""1931498717""","=""9781931498715""",0,3.96,Chelsea Green Publishing,Paperback,144,2004,2004,,2021/11/03,to-read,to-read (#101),to-read,,,,0,0
3828902,Thinking In Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana Wright,"=""1603580557""","=""9781603580557""",0,4.20,Chelsea Green Publishing,Paperback,218,2008,2008,,2021/11/01,to-read,to-read (#100),to-read,,,,0,0
6553266,The Steppenwolf,Clifford Meyer,"Meyer, Clifford",,"=""1440405832""","=""9781440405839""",0,4.25,CreateSpace Independent Publishing Platform,Paperback,322,2009,2009,,2021/11/01,to-read,to-read (#99),to-read,,,,0,0
31670196,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies",Geoffrey B. West,"West, Geoffrey B.",,"=""1594205582""","=""9781594205583""",0,4.12,Penguin Press,Hardcover,481,2017,2017,,2021/10/31,to-read,to-read (#98),to-read,,,,0,0
1660754,The Psychology of Computer Programming,Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""0932633420""","=""9780932633422""",2,4.06,Dorset House,Paperback,292,1998,1971,2021/10/29,2021/06/10,,,read,,,,1,0
67825,Peopleware: Productive Projects and Teams,Tom DeMarco,"DeMarco, Tom",Timothy Lister,"=""0932633439""","=""9780932633439""",0,4.13,Dorset House,Paperback,245,1999,1987,,2021/10/26,to-read,to-read (#97),to-read,,,,0,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",5,4.21,Melville House,Hardcover,534,2011,2011,2021/10/26,2019/10/22,,,read,Incredible,,,1,0
56597885,"Beautiful World, Where Are You",Sally Rooney,"Rooney, Sally",,"=""0374602603""","=""9780374602604""",3,3.53,"Farrar, Straus and Giroux",Hardcover,356,2021,2021,2021/10/23,2021/10/23,,,read,,,,1,0
146192,Fidelity: Five Stories,Wendell Berry,"Berry, Wendell",,"=""0679748318""","=""9780679748311""",0,4.40,Pantheon,Paperback,208,1993,1992,,2021/10/14,to-read,to-read (#96),to-read,,,,0,0
34068470,The Odyssey,Homer,"Homer, Homer",Emily Wilson,"=""0393089053""","=""9780393089059""",0,3.82,W. W. Norton & Company,Hardcover,582,2017,-700,,2021/05/22,currently-reading,currently-reading (#11),currently-reading,,,,1,0
86699,Home Town,Tracy Kidder,"Kidder, Tracy",,"=""0671785214""","=""9780671785215""",0,3.74,Washington Square Press,Paperback,464,2000,1999,,2021/10/06,to-read,to-read (#95),to-read,,,,0,0
6564403,Programming Languages: History and Fundamentals,Jean E. Sammet,"Sammet, Jean E.",,"=""""","=""""",0,4.45,Prentice-Hall,Hardcover,785,1969,1969,,2021/10/06,to-read,to-read (#94),to-read,,,,0,0
3967095,The Multics System: An Examination Of Its Structure,Elliott I. Organick,"Organick, Elliott I.",,"=""0262150123""","=""9780262150125""",0,4.17,MIT Press,Hardcover,412,1972,,,2021/10/06,to-read,to-read (#93),to-read,,,,0,0
1694071,The HP Way: How Bill Hewlett And I Built Our Company,David Packard,"Packard, David",David Kirby with Karen Lewis,"=""0887307477""","=""9780887307478""",0,3.90,Collins,Hardcover,224,1995,1995,,2021/10/06,to-read,to-read (#92),to-read,,,,0,0
781182,Barbarians at the Gate: The Fall of RJR Nabisco,Bryan Burrough,"Burrough, Bryan",John Helyar,"=""0060536357""","=""9780060536350""",0,4.28,HarperBus,Paperback,592,2005,1989,,2021/10/06,to-read,to-read (#91),to-read,,,,0,0
591321,Leviathan: The Unauthorised Biography of Sydney,John Birmingham,"Birmingham, John",,"=""0091842034""","=""9780091842031""",0,3.94,Vintage,Paperback,563,2000,1999,,2021/10/06,to-read,to-read (#90),to-read,,,,0,0
26619686,Statistical Rethinking: A Bayesian Course with Examples in R and Stan (Chapman & Hall/CRC Texts in Statistical Science),Richard McElreath,"McElreath, Richard",,"=""1482253445""","=""9781482253443""",0,4.71,Chapman and Hall/CRC,Hardcover,487,2015,2015,,2021/09/29,to-read,to-read (#89),to-read,,,,0,0
1383168,The Anatomy of Story: 22 Steps to Becoming a Master Storyteller,John Truby,"Truby, John",,"=""0865479518""","=""9780865479517""",0,4.26,Faber & Faber,Hardcover,445,2007,2007,,2021/09/27,to-read,to-read (#88),to-read,,,,0,0
41894188,The Medium is the Massage: An Inventory of Effects,Marshall McLuhan,"McLuhan, Marshall",,"=""""","=""""",4,3.97,Gingko Press,Paperback,160,2006,1967,2021/09/17,2020/06/08,,,read,,,,1,0
7049142,Showstopper! the Breakneck Race to Create Windows NT and the Next Generation at Microsoft,G. Pascal Zachary,"Zachary, G. Pascal",Pascal G. Zachary,"=""0759285780""","=""9780759285781""",3,4.14,E-Rights/E-Reads Ltd,Paperback,328,2009,1994,2021/09/11,2021/09/10,,,read,"Probably 3.5 ⭐️. It's easy and enjoyable to read, though I would have preferred a more interesting structure and more technical depth (but this would have hurt its appeal to the general audience).",,,1,0
18693884,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,"Ellenberg, Jordan",,"=""1594205221""","=""9781594205224""",0,3.95,Penguin Press,Hardcover,480,2014,2014,,2021/09/09,to-read,to-read (#87),to-read,,,,0,0
18194765,Draft No. 4: On the Writing Process,John McPhee,"McPhee, John",,"=""""","=""""",0,4.09,The New Yorker,Hardcover,208,2013,2013,,2021/09/05,to-read,to-read (#86),to-read,,,,0,0
1275277,Programming On Purpose III: Essays On Software Technology,P.J. Plauger,"Plauger, P.J.",,"=""0133281132""","=""9780133281132""",0,4.22,Prentice Hall,Paperback,240,1994,1993,,2021/08/17,to-read,to-read (#85),to-read,,,,0,0
1275276,Programming On Purpose II: Essays On Software People,P.J. Plauger,"Plauger, P.J.",,"=""0133281051""","=""9780133281057""",0,3.92,Prentice Hall,Paperback,224,1993,1993,,2021/08/17,to-read,to-read (#84),to-read,,,,0,0
1275275,Programming on Purpose: Essays on Software Design,P.J. Plauger,"Plauger, P.J.",,"=""0137213743""","=""9780137213740""",0,4.00,Prentice Hall,Paperback,256,1993,1993,,2021/08/17,to-read,to-read (#83),to-read,,,,0,0
52084,Programming Pearls,Jon L. Bentley,"Bentley, Jon L.",,"=""0201657880""","=""9780201657883""",0,4.20,Addison-Wesley Professional,Paperback,239,1999,1986,,2021/08/16,to-read,to-read (#82),to-read,,,,0,0
18154,The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage,Clifford Stoll,"Stoll, Clifford",,"=""1416507787""","=""9781416507789""",0,4.28,Pocket Books,Paperback,399,2005,1989,,2021/08/16,to-read,to-read (#81),to-read,,,,0,0
27833494,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,Jane Mayer,"Mayer, Jane",,"=""""","=""""",5,4.31,Doubleday,ebook,464,2016,2016,2021/08/08,2020/06/02,,,read,,,,1,0
704227,Technology and the Character of Contemporary Life: A Philosophical Inquiry,Albert Borgmann,"Borgmann, Albert",,"=""0226066290""","=""9780226066295""",0,4.19,The University of Chicago Press,Paperback,310,1987,1984,,2021/08/03,to-read,to-read (#80),to-read,,,,0,0
7822182,The Party: The Secret World of China's Communist Rulers,Richard McGregor,"McGregor, Richard",,"=""0061708771""","=""9780061708770""",0,4.01,Harper,Hardcover,320,2010,2010,,2021/08/01,to-read,to-read (#79),to-read,,,,0,0
13161177,Demystifying the Chinese Economy,Justin Yifu Lin,"Lin, Justin Yifu",,"=""0521181747""","=""9780521181747""",0,3.99,Cambridge University Press,Paperback,330,2011,2009,,2021/08/01,to-read,to-read (#78),to-read,,,,0,0
13538825,"Tombstone: The Great Chinese Famine, 1958-1962",Yang Jisheng,"Jisheng, Yang","Stacy Mosher, Jian Guo","=""0374277931""","=""9780374277932""",0,4.16,"Farrar, Straus and Giroux",Hardcover,656,2012,2008,,2021/08/01,to-read,to-read (#77),to-read,,,,0,0
41793197,Key Thinkers of the Radical Right: Behind the New Threat to Liberal Democracy,Mark Sedgwick,"Sedgwick, Mark",,"=""0190877596""","=""9780190877590""",0,3.76,Oxford University Press,Paperback,352,2019,,,2021/07/25,to-read,to-read (#76),to-read,,,,0,0
6346975,Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,"Foer, Joshua",,"=""159420229X""","=""9781594202292""",0,3.88,"Penguin Press HC, The",Hardcover,307,2011,2011,,2021/06/30,to-read,to-read (#75),to-read,,,,0,0
324245,Ravelstein,Saul Bellow,"Bellow, Saul",,"=""0141001763""","=""9780141001760""",0,3.63,Penguin Publishing Group,Paperback,233,2001,2000,,2021/06/22,to-read,to-read (#74),to-read,,,,0,0
134825,The Cathedral & the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary,Eric S. Raymond,"Raymond, Eric S.",,"=""0596001088""","=""9780596001087""",5,3.83,O'Reilly Media,Paperback,241,2001,1999,2021/06/16,2020/12/13,,,read,,,,1,0
41793,Hackers & Painters: Big Ideas from the Computer Age,Paul    Graham,"Graham, Paul",,"=""0596006624""","=""9780596006624""",3,4.05,O'Reilly Media,Hardcover,272,2004,2004,2021/06/09,2020/12/13,,,read,,,,1,0
3246289,On Not Knowing Greek,Virginia Woolf,"Woolf, Virginia",,"=""1843916053""","=""9781843916055""",0,3.80,Hesperus Press,Paperback,88,2008,1925,,2021/05/22,to-read,to-read (#73),to-read,,,,0,0
214441,Euclid's Elements,Euclid,"Euclid, Euclid","Dana Densmore, Thomas Little Heath","=""1888009195""","=""9781888009194""",0,4.32,Green Lion Press,Paperback,529,2002,-290,,2021/05/22,to-read,to-read (#72),to-read,,,,0,0
2767,A People’s History of the United States: 1492 - Present,Howard Zinn,"Zinn, Howard",,"=""0060838655""","=""9780060838652""",0,4.08,Harper Perennial,Paperback,729,1995,1980,,2020/06/11,currently-reading,currently-reading (#10),currently-reading,,,,1,0
40180098,The Overstory,Richard Powers,"Powers, Richard",,"=""039335668X""","=""9780393356687""",0,4.12,W.W. Norton & Company,Paperback,502,2019,2018,,2020/12/18,currently-reading,currently-reading (#9),currently-reading,,,,1,0
77505,"Green Mars (Mars Trilogy, #2)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553572393""","=""9780553572391""",0,3.95,Spectra Books,Mass Market Paperback,624,1993,1993,,2021/05/10,to-read,to-read (#71),to-read,,,,0,0
77504,"Blue Mars (Mars Trilogy, #3)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553573357""","=""9780553573350""",0,3.95,Bantam Doubleday Dell Publishing Group Ltd.,Mass Market Paperback,768,1997,1996,,2021/05/10,to-read,to-read (#70),to-read,,,,0,0
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553560735""","=""9780553560732""",4,3.86,Spectra Books,Mass Market Paperback,572,1993,1992,2021/05/07,2021/05/07,,,read,,,,1,0
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""067001690X""","=""9780670016907""",5,4.01,Viking,Hardcover,496,2014,1939,2021/05/01,2020/07/05,,,read,,,,1,0
102348,Selected Essays by Ahad Ha 'Am,Ahad Ha'am,"Ha'am, Ahad",Leon Simon,"=""141790867X""","=""9781417908677""",0,4.00,Kessinger Publishing,Paperback,348,2005,1912,,2021/04/24,to-read,to-read (#69),to-read,,,,0,0
226701,All God's Dangers: The Life of Nate Shaw,Theodore Rosengarten,"Rosengarten, Theodore",,"=""0226727742""","=""9780226727745""",0,4.22,University of Chicago Press,Paperback,600,2000,1974,,2021/04/24,to-read,to-read (#68),to-read,,,,0,0
253292,The Last of the Just,André Schwarz-Bart,"Schwarz-Bart, André",,"=""1585670162""","=""9781585670161""",0,4.23,Harry N. Abrams,Paperback,374,2000,1959,,2021/04/24,to-read,to-read (#67),to-read,,,,0,0
920442,Public Opinion,Walter Lippmann,"Lippmann, Walter",,"=""0684833271""","=""9780684833279""",0,3.96,Free Press,Paperback,288,1997,1922,,2021/04/24,to-read,to-read (#66),to-read,,,,0,0
42270835,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",5,4.26,Doubleday,Kindle Edition,213,2019,2019,2021/04/24,2021/04/23,,,read,"I could barely read the last page. The epilogue put tears in my eyes, and almost broke me down. There's something special in this story.",,,1,0
7331435,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,"=""0307592839""","=""9780307592835""",4,3.70,Knopf,Hardcover,274,2010,2010,2021/04/21,2021/04/20,,,read,,,,1,0
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",0,3.87,Penguin Books,Paperback,489,2003,1859,,2021/04/13,to-read,to-read (#65),to-read,,,,0,0
20342617,Just Mercy,Bryan Stevenson,"Stevenson, Bryan",,"=""""","=""""",0,4.63,One World,Paperback,336,2014,2014,,2021/04/12,to-read,to-read (#64),to-read,,,,0,0
12007777,Why Socialism?,Albert Einstein,"Einstein, Albert",,"=""""","=""""",0,4.11,Monthly Review,,12,1949,1949,,2021/04/06,to-read,to-read (#63),to-read,,,,0,0
37398,"Jazz (Beloved Trilogy, #2)",Toni Morrison,"Morrison, Toni",,"=""0452269652""","=""9780452269651""",3,3.89,Plume,Paperback,229,1993,1992,2021/04/02,2020/12/12,,,read,,,,1,0
4542087,The quiet revolution,Jim Cairns,"Cairns, Jim",,"=""0869320076""","=""9780869320075""",2,2.71,Widescope,Paperback,149,1975,1972,2021/03/28,2021/03/27,,,read,,,,1,0
83533,The Age of Spiritual Machines,Ray Kurzweil,"Kurzweil, Ray",,"=""0140282025""","=""9780140282023""",4,3.90,Penguin ,Trade Paperback,388,2000,1998,2021/03/16,2021/03/15,,,read,,,,1,0
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",5,4.01,Addison-Wesley Professional,Paperback,322,1995,1975,2021/02/19,2020/12/21,,,read,,,,1,0
1584795,"Sleepers, Wake!: Technology & The Future Of Work",Barry  Jones,"Jones, Barry",,"=""0195537564""","=""9780195537567""",0,3.95,Oxford University Press,Paperback,,1996,1982,,2021/02/15,to-read,to-read (#62),to-read,,,,0,0
50353964,What Is to Be Done: political engagement and saving the planet,Barry Jones,"Jones, Barry",,"=""1913348032""","=""9781913348038""",0,4.12,Scribe UK,Paperback,400,2020,2020,,2021/02/15,to-read,to-read (#61),to-read,,,,0,0
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",4,4.16,Spectra,Paperback,499,2000,1995,2021/02/09,2020/12/14,,,read,,,,1,0
11250317,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408816032""","=""9781408816035""",4,4.32,Bloomsbury Publishing,Hardcover,352,2011,2011,2021/01/30,2020/12/13,,,read,,,,1,0
20186,Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,James C. Scott,"Scott, James C.",,"=""0300078153""","=""9780300078152""",0,4.21,Yale University Press,Paperback,461,1999,1998,,2021/01/26,to-read,to-read (#60),to-read,,,,0,0
1797315,Hacking Capitalism: The Free and Open Source Software Movement (Routledge Research in Information Technology and Society),Johan Söderberg,"Söderberg, Johan",,"=""0415955432""","=""9780415955430""",0,3.94,Routledge,Hardcover,252,2007,2007,,2021/01/26,to-read,to-read (#59),to-read,,,,0,0
10477975,"100 Plus: How the Coming Age of Longevity Will Change Everything, From Careers and Relationships to Family and Faith",Sonia Arrison,"Arrison, Sonia",,"=""0465019668""","=""9780465019663""",1,3.38,Basic Books,Hardcover,272,2011,2011,2021/01/26,2020/12/14,,,read,"So disappointingly bad. Blandly written, like the author was doing a school assignment they barely cared about. Late on in the book the author begins a paragraph by introducing Ray Kurzweil as if she hadn't been discussing him plenty in literally the previous chapter.<br/><br/>A stupid amount of name-dropping; most of the book is a name-drop followed by quotes from the name-dropped. Much of the argumentation in the book is spurious, and the argumentation that's at least correct is really not impressive because it's basically always given to counter an argument that's so obviously dumb it wasn't worth the ink to refute it. <br/><br/>Best bit: being offered a shitload of jumping off-points for further reading, because the author name-drops so much.<br/>Worst bit: The author's embarrassingly dumb argument against environmental damage from population growth. Richer people show more ""concern"" for the environment apparently, so no need to worry about climate change because the poor countries are all getting richer and the rich countries already treat the planet so well!",,,1,0
27333,Silent Spring,Rachel Carson,"Carson, Rachel",,"=""0618249060""","=""9780618249060""",5,4.05,Mariner Books,Paperback,378,2022,1962,2021/01/23,2020/08/14,,,read,,,,1,0
6792458,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,"Alexander, Michelle",,"=""""","=""""",5,4.52,The New Press Inc.,Hardcover,290,2010,2010,2021/01/22,2020/06/02,,,read,,,,1,0
17397466,An Introduction to Statistical Learning: with Applications in R (Springer Texts in Statistics),Gareth James,"James, Gareth","Daniela Witten, Trevor Hastie, Robert Tibshirani","=""1461471370""","=""9781461471370""",0,4.59,SPRINGER,Hardcover,426,2013,2013,,2021/01/05,to-read,to-read (#58),to-read,,,,0,0
6532109,"Why We Love Dogs, Eat Pigs, and Wear Cows: An Introduction to Carnism",Melanie Joy,"Joy, Melanie",,"=""1573244619""","=""9781573244619""",0,4.09,Conari Press,Hardcover,204,2009,2009,,2021/01/04,to-read,to-read (#57),to-read,,,,0,0
393199,Down and Out in Paris and London,George Orwell,"Orwell, George",,"=""015626224X""","=""9780156262248""",4,4.09,Mariner Books,Paperback,213,1972,1933,2021/01/03,2020/12/13,,,read,,,,1,0
81227,Infidel,Ayaan Hirsi Ali,"Ali, Ayaan Hirsi",,"=""0743289684""","=""9780743289689""",2,4.19,Free Press,Hardcover,353,2007,2006,,2018/11/10,,,read,,,,1,0
55165547,"A Cyborg Manifesto: Science, Technology, and Socialist-Feminism in the Late Twentieth Century",Donna J. Haraway,"Haraway, Donna J.",,"=""""","=""""",0,3.89,,Unknown Binding,84,,1985,,2020/12/30,to-read,to-read (#56),to-read,,,,0,0
46170,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,3.98,Scribner,Paperback,471,1995,1940,,2020/12/28,to-read,to-read (#55),to-read,,,,0,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",5,3.81,Scribner,Hardcover,96,1996,1952,2020/12/28,2020/12/28,,,read,,,,1,0
46164,Tender Is the Night,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Amor Towles,"=""""","=""""",4,3.78,Scribner,Paperback,430,1995,1934,2020/12/24,2020/12/07,,,read,,,,1,0
44492286,"Children of Dune (Dune, #3)",Frank Herbert,"Herbert, Frank",,"=""0593098242""","=""9780593098240""",5,3.96,Ace,Paperback,609,2019,1976,2020/12/19,2020/12/04,,,read,,,,1,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",4,3.43,Green Integer,Paperback,188,2003,1899,2020/12/07,2020/12/06,,,read,,,,1,0
44936,Refactoring: Improving the Design of Existing Code,Martin Fowler,"Fowler, Martin","Kent Beck, Don Roberts, Erich Gamma","=""0201485672""","=""9780201485677""",0,4.24,Addison-Wesley Professional,Hardcover,431,1999,1999,,2020/12/16,to-read,to-read (#54),to-read,,,,0,0
