Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
9231119,Bourgeois Dignity: Why Economics Can't Explain the Modern World,Deirdre Nansen McCloskey,"McCloskey, Deirdre Nansen",,"=""0226556654""","=""9780226556659""",0,4.13,University of Chicago Press,Hardcover,592,2010,2010,,2024/07/12,to-read,to-read (#253),to-read,,,,0,0
11869272,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,"Boo, Katherine",,"=""1400067553""","=""9781400067558""",0,3.98,Random House,Hardcover,278,2012,2012,,2024/07/12,to-read,to-read (#252),to-read,,,,0,0
40163119,Say Nothing: A True Story of Murder and Memory in Northern Ireland,Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385521316""","=""9780385521314""",0,4.47,Doubleday,Hardcover,441,2019,2018,,2024/07/12,to-read,to-read (#251),to-read,,,,0,0
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,"Chabon, Michael",,"=""0312282990""","=""9780312282998""",0,4.18,Picador USA,Paperback,639,2001,2000,,2024/07/12,to-read,to-read (#250),to-read,,,,0,0
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Díaz, Junot",,"=""1594489580""","=""9781594489587""",0,3.89,Riverhead Books,Hardcover,335,2007,2007,,2024/07/12,to-read,to-read (#249),to-read,,,,0,0
63032,2666,Roberto Bolaño,"Bolaño, Roberto",,"=""843396867X""","=""9788433968678""",0,4.21,Anagrama,Paperback,1128,2004,2004,,2024/07/12,to-read,to-read (#248),to-read,,,,0,0
6101138,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""""","=""""",0,3.91,HarperCollins Publishers Ltd,Paperback,653,2010,2009,,2024/07/12,to-read,to-read (#247),to-read,,,,0,0
88442,Austerlitz,W.G. Sebald,"Sebald, W.G.",Anthea Bell,"=""0140297995""","=""9780140297997""",0,3.99,Penguin Books,Paperback,415,2002,2001,,2024/07/12,to-read,to-read (#246),to-read,,,,0,0
67,The Known World,Edward P. Jones,"Jones, Edward P.",,"=""0061159174""","=""9780061159176""",0,3.84,Amistad,Paperback,388,2006,2003,,2024/07/12,to-read,to-read (#245),to-read,,,,0,0
437318,Shakespearean Tragedy,A.C. Bradley,"Bradley, A.C.",John Bayley,"=""""","=""""",5,4.12,Penguin Books,Paperback,480,1991,1904,2024/07/08,2024/06/28,,,read,,,,2,0
23308445,Book of Numbers,Joshua Cohen,"Cohen, Joshua",,"=""0812996917""","=""9780812996913""",0,3.05,Random House,Hardcover,580,2015,2015,,2023/10/20,currently-reading,currently-reading (#29),currently-reading,,,,1,0
144086081,A Man's Place,Annie Ernaux,"Ernaux, Annie","Tanya Leslie, Francine Prose","=""1609804031""","=""9781609804039""",3,3.88,Seven Stories Press,Paperback,96,2023,1983,2024/06/12,2024/06/12,,,read,,,,1,0
23515727,No Country for Old Men,Cormac McCarthy,"McCarthy, Cormac",,"=""0375706674""","=""9780375706677""",5,4.16,Vintage International,Paperback,309,2006,2005,2024/06/05,2024/06/05,,,read,,,,1,0
29939363,Transit,Rachel Cusk,"Cusk, Rachel",,"=""0374278628""","=""9780374278625""",4,3.97,"Farrar, Straus and Giroux",Hardcover,260,2017,2016,2024/06/01,2024/06/01,,,read,,,,1,0
9646,Homage to Catalonia,George Orwell,"Orwell, George",,"=""0156421178""","=""9780156421171""",5,4.09,"Harcourt, Inc.(Harvest Book)",Paperback,232,1980,1938,2024/05/26,2024/05/26,,,read,,,,1,0
63033,The Savage Detectives,Roberto Bolaño,"Bolaño, Roberto",Natasha Wimmer,"=""0374191484""","=""9780374191481""",0,4.17,"Farrar, Straus and Giroux",Hardcover,577,2007,1998,,2023/12/28,currently-reading,currently-reading (#28),currently-reading,,,,1,0
324750,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,"=""0679762884""","=""9780679762881""",2,4.31,Vintage,Paperback,272,1995,1983,2024/05/15,2024/05/15,,,read,,,,1,0
934983,A Student's Introduction to English Grammar,Rodney Huddleston,"Huddleston, Rodney",,"=""0521612888""","=""9780521612883""",0,3.83,Cambridge University Press,Paperback,308,2005,2005,,2024/04/19,to-read,to-read (#244),to-read,,,,0,0
80336,Distinction: A Social Critique of the Judgement of Taste,Pierre Bourdieu,"Bourdieu, Pierre",Richard Nice,"=""0674212770""","=""9780674212770""",0,4.16,Harvard University Press,Paperback,613,1984,1979,,2024/04/15,to-read,to-read (#243),to-read,,,,0,0
57423806,The Genetic Lottery: Why DNA Matters for Social Equality,Kathryn Paige Harden,"Harden, Kathryn Paige",,"=""0691190801""","=""9780691190808""",0,3.90,Princeton University Press,Hardcover,312,2021,2021,,2024/04/13,to-read,to-read (#242),to-read,,,,0,0
174711,"The Conquest of Cool: Business Culture, Counterculture, and the Rise of Hip Consumerism",Thomas  Frank,"Frank, Thomas",,"=""0226260127""","=""9780226260129""",0,3.83,University of Chicago Press,Paperback,322,1998,1997,,2024/04/05,to-read,to-read (#241),to-read,,,,0,0
2880708,"The Corpse Walker: Real Life Stories, China from the Bottom Up",Liao Yiwu,"Yiwu, Liao","Wenguang Huang, Philip Gourevitch","=""037542542X""","=""9780375425424""",3,4.22,Pantheon,Hardcover,336,2008,2003,2024/02/29,2022/12/18,,,read,,,,1,0
91053,High Noon: The Inside Story of Scott McNealy and the Rise of Sun Microsystems,Karen Southwick,"Southwick, Karen",,"=""0471297135""","=""9780471297130""",0,3.29,John Wiley & Sons Inc,Hardcover,242,1999,1999,,2024/02/01,to-read,to-read (#240),to-read,,,,0,0
2666,The Bonfire of the Vanities,Tom Wolfe,"Wolfe, Tom",,"=""""","=""""",0,3.91,Dial Press Trade Paperback,Paperback,690,2001,1987,,2024/01/03,to-read,to-read (#239),to-read,,,,0,0
199452018,The Great Divide: Australia's Housing Mess and How to Fix It (Quarterly Essay #92),Alan Kohler,"Kohler, Alan",,"=""1743823347""","=""9781743823347""",0,4.30,Quarterly Essay,Kindle Edition,161,2023,,2024/01/01,2023/12/31,,,read,,,,1,0
37853131,Flames,Robbie Arnott,"Arnott, Robbie",,"=""1925603520""","=""9781925603521""",0,4.07,Text Publishing,Paperback,226,2018,2018,2023/12/29,2023/01/11,,,read,,,,1,0
586994,The Revolt of the Elites and the Betrayal of Democracy,Christopher Lasch,"Lasch, Christopher",,"=""0393313719""","=""9780393313710""",5,3.99,W. W. Norton & Company,Paperback,276,1996,1995,,2022/12/18,,,read,,,,1,0
28877,"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",0,4.06,Dutton,Hardcover,454,2000,1981,,2023/12/10,to-read,to-read (#238),to-read,,,,0,0
145625252,The Years,Annie Ernaux,"Ernaux, Annie",Alison L. Strayer,"=""1609807871""","=""9781609807870""",5,4.17,Seven Stories Press,Paperback,240,2023,2008,2023/12/05,2023/12/05,,,read,"Deeply beautiful, enlightening, and moving. ",,,1,0
703,The Plot Against America,Philip Roth,"Roth, Philip",,"=""1400079497""","=""9781400079490""",5,3.81,Vintage International,Paperback,391,2005,2004,2023/12/01,2023/11/18,,,read,,,,1,0
42390500,Analogie: de kern van ons denken (Dutch Edition),Douglas R. Hofstadter,"Hofstadter, Douglas R.","Emmanuel Sanders, Jan Pieter van der Sterre","=""9045026570""","=""9789045026572""",0,3.82,Atlas Contact,Kindle Edition,856,2014,2011,,2019/04/28,,,read,,,,0,0
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.21,Grand Central Publishing,Paperback,345,2000,1993,2023/11/18,2023/11/18,,,read,,,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",4,4.23,"Little, Brown and Company",Hardcover,393,2018,2018,2023/11/15,2023/11/06,,,read,,,,1,0
552175,Progress and Poverty: An Inquiry in the Cause of Industrial Depressions and of Increase of Want with Increase of Wealth... The Remedy,Henry George,"George, Henry",,"=""0911312587""","=""9780911312584""",0,4.31,Robert Schalkenbach Foundation,Paperback,599,1997,1879,,2023/11/06,to-read,to-read (#237),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",5,4.22,Bloomsbury,Hardcover,272,2020,2020,2023/11/02,2023/10/02,,,read,,,,1,0
25490360,The Burnout Society,Byung-Chul Han,"Han, Byung-Chul",Erik Butler,"=""0804795096""","=""9780804795098""",0,3.89,Stanford University Press,Paperback,60,2015,2010,2023/10/31,2023/09/30,,,read,,,,1,0
55817233,The Netanyahus,Joshua Cohen,"Cohen, Joshua",,"=""1913097609""","=""9781913097608""",5,3.80,Fitzcarraldo Editions,Paperback,240,2021,2021,2023/10/28,2023/10/02,,,read,,,,1,0
61986136,The Guest,Emma Cline,"Cline, Emma",,"=""0812998626""","=""9780812998627""",3,3.29,Random House,Hardcover,304,2023,2023,2023/10/23,2023/10/23,,,read,,,,1,0
35510008,This is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay,"Kay, Adam",,"=""""","=""""",0,4.40,Picador,Kindle Edition,285,2017,2017,,2023/10/20,to-read,to-read (#236),to-read,,,,0,0
24783929,Undoing the Demos: Neoliberalism’s Stealth Revolution (Near Future Series),Wendy Brown,"Brown, Wendy",,"=""1935408534""","=""9781935408536""",0,4.24,Zone Books,Hardcover,296,2015,2015,,2023/10/19,to-read,to-read (#235),to-read,,,,0,0
45186565,Uncanny Valley,Anna Wiener,"Wiener, Anna",,"=""0374278016""","=""9780374278014""",3,3.64,MCD,Hardcover,281,2020,2020,2023/10/14,2023/05/05,,,read,,,,1,0
26114545,"Too Like the Lightning (Terra Ignota, #1)",Ada Palmer,"Palmer, Ada",,"=""0765378000""","=""9780765378002""",0,3.82,Tor Books,Hardcover,432,2016,2016,,2023/10/09,to-read,to-read (#234),to-read,,,,0,0
486625,Close to the Machine: Technophilia and Its Discontents,Ellen Ullman,"Ullman, Ellen",,"=""0872863328""","=""9780872863323""",4,3.84,City Lights Publishers,Paperback,189,2001,1997,2023/10/03,2023/08/22,,,read,,,,1,0
75665931,The Maniac,Benjamín Labatut,"Labatut, Benjamín",,"=""0593654471""","=""9780593654477""",0,4.34,Penguin Press,Hardcover,368,2023,2023,,2023/10/03,to-read,to-read (#233),to-read,,,,0,0
10073506,"Tinker, Tailor, Soldier, Spy (George Smiley, #5; Karla Trilogy, #1)",John Le Carré,"Carré, John Le",,"=""""","=""""",4,4.06,Penguin Books,Paperback,381,2011,1974,2023/09/27,2023/09/27,,,read,,,,1,0
5601,Truth and Truthfulness,Bernard Williams,"Williams, Bernard",,"=""0691117918""","=""9780691117911""",0,3.77,Princeton University Press,Paperback,344,2004,2002,,2023/09/21,to-read,to-read (#232),to-read,,,,0,0
19494,"The Spy Who Came In from the Cold (George Smiley, #3)",John Le Carré,"Carré, John Le",,"=""""","=""9780743442534""",4,4.08,Scribner,Paperback,212,2001,1963,2023/09/18,2023/09/18,,,read,,,,1,0
30833,The Death and Life of Great American Cities,Jane Jacobs,"Jacobs, Jane",,"=""0375508732""","=""9780375508738""",0,4.30,Random House,Hardcover,472,2002,1961,,2021/11/01,currently-reading,currently-reading (#27),currently-reading,,,,1,0
299215,The Road to Serfdom,Friedrich A. Hayek,"Hayek, Friedrich A.",Milton Friedman,"=""0226320618""","=""9780226320618""",2,4.16,University of Chicago Press,Paperback,274,1994,1944,2023/08/05,2020/03/02,,,read,,,,1,0
6604712,Eating Animals,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0316069906""","=""9780316069908""",4,4.21,"Little, Brown and Company",Hardcover,341,2009,2009,2023/09/02,2021/01/04,,,read,,,,1,0
17465515,"The Story of a New Name (Neapolitan Novels, #2)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",5,4.45,Europa Editions,Paperback,471,2013,2012,2023/08/27,2023/08/21,,,read,,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",4,4.22,Harvest Books,Mass Market Paperback,321,2004,1966,2021/05/16,2023/08/23,,,read,,,,2,0
2111739,Exploratory Data Analysis,John W. Tukey,"Tukey, John W.",,"=""0201076160""","=""9780201076165""",0,4.22,Pearson,Paperback,712,1977,1977,,2023/08/21,to-read,to-read (#231),to-read,,,,0,0
549385,The Intellectual Life of the British Working Classes,Jonathan Rose,"Rose, Jonathan",,"=""0300098081""","=""9780300098082""",0,4.31,Yale University Press,Paperback,544,2003,2001,,2023/08/20,to-read,to-read (#230),to-read,,,,0,0
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes","=""0142437174""","=""9780142437179""",3,3.83,Penguin Classics,Paperback,327,2002,1884,2023/08/19,2023/08/19,,,read,,,,1,0
56404444,Bewilderment,Richard Powers,"Powers, Richard",,"=""0393881148""","=""9780393881141""",3,3.91,W. W. Norton Company,Hardcover,278,2021,2021,2023/08/13,2021/12/29,,,read,,,,1,0
35036409,"My Brilliant Friend (Neapolitan Novels, #1)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",4,4.05,Penguin Random House ,Paperback,331,2012,2011,2023/08/08,2020/12/13,,,read,,,,1,0
13641974,Good Prose: The Art of Nonfiction,Tracy Kidder,"Kidder, Tracy",Richard Todd,"=""1400069750""","=""9781400069750""",0,3.91,Random House,Hardcover,195,2013,2013,,2023/08/05,to-read,to-read (#229),to-read,,,,0,0
134293,From the Soil: The Foundations of Chinese Society,Fei Xiaotong,"Xiaotong, Fei","Gary G. Hamilton, Wang Zheng","=""0520077962""","=""9780520077966""",0,4.39,University of California Press,Paperback,176,1992,1992,,2023/01/24,to-read,to-read (#205),to-read,,,,0,0
28928962,The Fatal Shore: The Epic of Australia's Founding,Robert Hughes,"Hughes, Robert",,"=""""","=""""",0,4.09,Vintage Books,Paperback,688,1988,1986,,2023/08/02,to-read,to-read (#228),to-read,,,,0,0
453228,The Glass Teat,Harlan Ellison,"Ellison, Harlan",,"=""0441289886""","=""9780441289882""",0,4.17,Ace Books,Mass Market Paperback,319,1973,1970,,2022/09/05,currently-reading,currently-reading (#24),currently-reading,,,,1,0
25395832,Chronopolis and Other Stories,J.G. Ballard,"Ballard, J.G.",,"=""0399101411""","=""9780399101410""",0,4.00,G. P. Putnam,Hardcover,319,1971,1971,,2023/07/26,to-read,to-read (#227),to-read,,,,0,0
12331767,High-Rise,J.G. Ballard,"Ballard, J.G.",,"=""0871404028""","=""9780871404022""",0,3.61,Liveright,Paperback,208,2012,1975,,2023/07/26,to-read,to-read (#226),to-read,,,,0,0
749094,"Caveman Chemistry: 28 Projects, from the Creation of Fire to the Production of Plastics",Kevin M. Dunn,"Dunn, Kevin M.",,"=""1581125666""","=""9781581125665""",0,4.16,Universal Publishers,Paperback,424,2003,2003,,2023/07/22,to-read,to-read (#225),to-read,,,,0,0
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",0,4.49,Harper,Hardcover,560,2022,2022,,2023/07/21,to-read,to-read (#224),to-read,,,,0,0
126274,Understanding Media: The Extensions of Man,Marshall McLuhan,"McLuhan, Marshall",Lewis H. Lapham,"=""0262631598""","=""9780262631594""",5,4.10,The MIT Press,Paperback,389,1994,1964,2023/07/16,2023/07/16,,,read,,,,1,0
947848,The Making of the English Working Class,E.P. Thompson,"Thompson, E.P.",,"=""0394703227""","=""9780394703220""",0,4.21,Vintage Books,Paperback,848,1966,1963,,2023/07/12,to-read,to-read (#223),to-read,,,,0,0
60784843,"Pirate Enlightenment, or the Real Libertalia",David Graeber,"Graeber, David",,"=""0374610193""","=""9780374610197""",4,3.33,"Farrar, Straus and Giroux",Hardcover,208,2023,2023,2023/06/29,2023/06/11,,,read,,,,1,0
24830,The Illustrated Man,Ray Bradbury,"Bradbury, Ray",,"=""000712774X""","=""9780007127740""",2,4.13,Voyager Classics / Harper Collins,Paperback,186,2002,1951,2023/06/28,2023/02/20,,,read,,,,1,0
30011020,Democracy in Chains: The Deep History of the Radical Right's Stealth Plan for America,Nancy MacLean,"MacLean, Nancy",,"=""1101980966""","=""9781101980965""",4,4.29,Viking,Hardcover,334,2017,2017,2023/06/27,2020/06/02,,,read,,,,1,0
58728310,"The Spoils of War: Power, Profit and the American War Machine",Andrew Cockburn,"Cockburn, Andrew",,"=""1839763655""","=""9781839763656""",0,4.05,Verso Books,Hardcover,288,2021,2021,,2023/06/03,to-read,to-read (#222),to-read,,,,0,0
169354,"The Prize: The Epic Quest for Oil, Money, and Power",Daniel Yergin,"Yergin, Daniel",,"=""0671799320""","=""9780671799328""",0,4.43,Free Press,Paperback,928,1993,1991,,2022/04/03,currently-reading,currently-reading (#26),currently-reading,,,,1,0
56097578,"God, Human, Animal, Machine: Technology, Metaphor, and the Search for Meaning",Meghan O'Gieblyn,"O'Gieblyn, Meghan",,"=""""","=""""",4,4.26,Random House Audio,Audible Audio,,2021,2021,2023/05/20,2023/03/19,,,read,,,,1,0
166567,"God & Golem, Inc.",Norbert Wiener,"Wiener, Norbert",,"=""0262730111""","=""9780262730112""",0,3.60,MIT Press,Paperback,99,1966,1964,,2023/05/19,to-read,to-read (#221),to-read,,,,0,0
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,"Caro, Robert A.",,"=""0394720245""","=""9780394720241""",0,4.50,Vintage Books,Paperback,1246,1975,1974,,2023/05/19,to-read,to-read (#220),to-read,,,,0,0
88331,Simone Weil: An Anthology,Simone Weil,"Weil, Simone",Siân Miles,"=""0802137296""","=""9780802137296""",0,4.33,Grove Press,Paperback,304,2000,1986,,2023/05/19,to-read,to-read (#219),to-read,,,,0,0
58210933,Trust,Hernan Diaz,"Diaz, Hernan",,"=""0593420314""","=""9780593420317""",5,3.82,Riverhead Books,Hardcover,402,2022,2022,2023/05/14,2022/12/04,,,read,,,,1,0
46165,This Side of Paradise,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0684843781""","=""9780684843780""",4,3.64,Scribner,Paperback,275,1998,1920,2023/05/13,2023/05/13,,,read,,,,1,0
20943,How to Read and Why,Harold Bloom,"Bloom, Harold",,"=""0684859076""","=""9780684859071""",0,3.60,Scribner,Paperback,288,2001,2000,,2023/05/02,to-read,to-read (#218),to-read,,,,0,0
37811,The Assassination of Julius Caesar: A People's History of Ancient Rome,Michael Parenti,"Parenti, Michael",,"=""1565849426""","=""9781565849426""",0,4.28,The New Press,Paperback,276,2004,2003,,2023/05/02,to-read,to-read (#217),to-read,,,,0,0
141421,The Woman Destroyed,Simone de Beauvoir,"Beauvoir, Simone de",Patrick O'Brian,"=""""","=""""",0,4.02,Pantheon Books,Paperback,254,2013,1967,,2023/04/29,to-read,to-read (#216),to-read,,,,0,0
53487237,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life",George Saunders,"Saunders, George",,"=""1984856049""","=""9781984856043""",0,4.54,Random House,ebook,403,2021,2021,,2023/02/19,currently-reading,currently-reading (#25),currently-reading,,,,1,0
16425,"The Labours of Hercules (Hercule Poirot, #27)",Agatha Christie,"Christie, Agatha",Hugh Fraser,"=""1572704578""","=""9781572704572""",0,3.76,AudioGO,Audio CD,9,2005,1947,,2023/04/20,to-read,to-read (#215),to-read,,,,0,0
377163,Right-Wing Women,Andrea Dworkin,"Dworkin, Andrea",,"=""0399506713""","=""9780399506710""",0,4.37,TarcherPerigee,Paperback,255,1983,1983,,2023/04/19,to-read,to-read (#214),to-read,,,,0,0
9597,Player Piano,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333781""","=""9780385333788""",2,3.90,Dial Press,Paperback,341,2006,1952,2023/04/13,2023/04/13,,,read,,,,1,0
30104,The Spell,Alan Hollinghurst,"Hollinghurst, Alan",,"=""0140286373""","=""9780140286373""",0,3.53,Penguin Publishing Group,Paperback,272,2000,1998,,2023/04/13,to-read,to-read (#213),to-read,,,,0,0
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",0,3.95,"Little, Brown",Hardcover,771,2013,2013,,2023/03/09,to-read,to-read (#212),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",5,4.17,Vintage,Paperback,559,1992,1992,2023/03/09,2023/03/09,,,read,,,,1,0
22237161,The Sellout,Paul Beatty,"Beatty, Paul",,"=""0374260508""","=""9780374260507""",5,3.75,"Farrar, Straus and Giroux",Hardcover,289,2015,2015,2023/02/20,2022/12/18,,,read,,,,1,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",4,3.88,Penguin,Paperback,368,1995,1955,2023/02/14,2022/12/18,,,read,,,,1,0
2967705,Method or Madness?,Robert Lewis,"Lewis, Robert",Harold Clurman,"=""0573690332""","=""9780573690334""",0,3.62,Concord Theatricals,Paperback,188,2017,1958,,2023/02/11,to-read,to-read (#211),to-read,,,,0,0
1871615,The Actor's Art and Craft: William Esper Teaches the Meisner Technique,William Esper,"Esper, William","Damon DiMarco, David Mamet","=""030727926X""","=""9780307279262""",0,4.49,Anchor,Paperback,304,2008,2008,,2023/02/11,to-read,to-read (#210),to-read,,,,0,0
7037715,An Actor's Work,Constantin Stanislavski,"Stanislavski, Constantin",Jean Benedetti,"=""041555120X""","=""9780415551205""",0,4.25,Routledge,Paperback,728,2009,1938,,2023/02/11,to-read,to-read (#209),to-read,,,,0,0
198483,The Infernal Desire Machines of Doctor Hoffman,Angela Carter,"Carter, Angela",,"=""0140235191""","=""9780140235197""",0,3.74,Penguin Publishing Group,Paperback,221,1986,1972,,2023/02/11,to-read,to-read (#208),to-read,,,,0,0
17934530,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",0,3.78,"Farrar, Straus and Giroux",Paperback,195,2014,2014,,2023/02/11,to-read,to-read (#207),to-read,,,,0,0
9778945,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,"Carr, Nicholas",,"=""0393339750""","=""9780393339758""",3,3.89,W. W. Norton & Company,Paperback,280,2011,2010,2023/02/06,2021/12/22,,,read,,,,1,0
9912,The Rules of Attraction,Bret Easton Ellis,"Ellis, Bret Easton",,"=""067978148X""","=""9780679781486""",3,3.72,Vintage Contemporaries,Paperback,283,1998,1987,2023/02/04,2023/02/03,,,read,,,,1,0
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Ralph Leighton, Edward Hutchings","=""0393355624""","=""9780393355628""",4,4.27,W. W. Norton & Company,Paperback,400,2018,1985,2023/01/30,2023/01/30,,,read,,,,1,0
2725528,Fei Xiaotong and Sociology in Revolutionary China (Harvard East Asian Monographs),R. David Arkush,"Arkush, R. David",,"=""0674298152""","=""9780674298156""",0,4.50,Harvard University Asia Center,Hardcover,416,1981,1981,,2023/01/24,to-read,to-read (#206),to-read,,,,0,0
52372,On Photography,Susan Sontag,"Sontag, Susan",,"=""0141187166""","=""9780141187167""",5,3.89,Penguin Books,Paperback,224,1979,1973,2023/01/23,2023/01/03,,,read,One of the most interesting and useful books I’ve ever read. ,,,1,0
4865,How to Win Friends & Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",4,4.22,Gallery Books,Paperback,288,1998,1936,,2018/10/18,,,read,,,,1,0
60044,Class: A Guide Through the American Status System,Paul Fussell,"Fussell, Paul",,"=""0671792253""","=""9780671792251""",4,3.90,Touchstone,Paperback,208,1992,1983,2023/01/20,2021/07/21,,,read,,,,1,0
44439415,God Emperor of Dune (Dune #4),Frank Herbert,"Herbert, Frank",,"=""0593098250""","=""9780593098257""",3,3.88,Ace,Paperback,587,2019,1981,2023/01/18,2023/01/18,,,read,,,,1,0
51719756,The Sword and the Shield: The Revolutionary Lives of Malcolm X and Martin Luther King Jr.,Peniel E. Joseph,"Joseph, Peniel E.",,"=""154161786X""","=""9781541617865""",0,4.23,Basic Books,Hardcover,384,2020,2020,,2023/01/17,to-read,to-read (#204),to-read,,,,0,0
54463474,There Is No Antimemetics Division,qntm,"qntm, qntm",Sam  Hughes,"=""""","=""""",0,4.24,,ebook,220,2020,2020,,2023/01/15,to-read,to-read (#203),to-read,,,,0,0
58484901,How to Be Perfect: The Correct Answer to Every Moral Question,Michael Schur,"Schur, Michael",,"=""1982159316""","=""9781982159313""",0,4.14,Simon & Schuster,Hardcover,304,2022,2022,,2023/01/15,to-read,to-read (#202),to-read,,,,0,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",0,4.52,Penguin Group DAW,Hardcover,662,2007,2007,,2023/01/15,to-read,to-read (#201),to-read,,,,0,0
1869,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,"Ehrenreich, Barbara",,"=""0805063897""","=""9780805063899""",5,3.65,Owl Books (Henry Holt),Paperback,240,2002,2001,2023/01/12,2022/09/12,,,read,,,,1,0
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo",,"=""0399184414""","=""9780399184413""",0,3.99,Riverhead Books,Hardcover,81,2016,2014,,2023/01/12,to-read,to-read (#200),to-read,,,,0,0
26135825,Fun Home: A Family Tragicomic,Alison Bechdel,"Bechdel, Alison",,"=""0618871713""","=""9780618871711""",0,4.08,Mariner Books,Paperback,232,2007,2006,,2023/01/12,to-read,to-read (#199),to-read,,,,0,0
13641208,Tenth of December,George Saunders,"Saunders, George",,"=""0812993802""","=""9780812993806""",0,3.98,Random House,Hardcover,251,2013,2013,,2023/01/12,to-read,to-read (#198),to-read,,,,0,0
34017010,The State of Affairs: Rethinking Infidelity,Esther Perel,"Perel, Esther",,"=""0062322605""","=""9780062322609""",0,4.36,Harper,ebook,352,2017,2017,,2023/01/10,to-read,to-read (#197),to-read,,,,0,0
189989,Finite and Infinite Games: A Vision of Life as Play and Possibility,James P. Carse,"Carse, James P.",,"=""0345341848""","=""9780345341846""",0,3.75,Ballantine,Mass Market Paperback,180,1987,1986,,2019/04/28,currently-reading,currently-reading (#23),currently-reading,,,,1,0
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Clarence Brown,"=""0140185852""","=""9780140185850""",0,3.88,Penguin Books,Paperback,256,1993,1924,,2023/01/08,currently-reading,currently-reading (#22),currently-reading,,,,1,0
1217728,Wolf Totem,Jiang Rong,"Rong, Jiang",Howard Goldblatt,"=""1594201560""","=""9781594201561""",0,4.08,Penguin Press,Hardcover,527,2008,2004,,2023/01/08,to-read,to-read (#196),to-read,,,,0,0
55030,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0375508325""","=""9780375508325""",0,4.40,Random House,Mass Market Paperback,384,2002,1980,,2023/01/08,to-read,to-read (#195),to-read,,,,0,0
119073,The Name of the Rose,Umberto Eco,"Eco, Umberto",William Weaver,"=""0156001314""","=""9780156001311""",0,4.14,Houghton Mifflin Harcourt,Paperback,552,1994,1980,,2023/01/08,to-read,to-read (#194),to-read,,,,0,0
535739,Dream of the Red Chamber,Cao Xueqin,"Xueqin, Cao",Chi-chen Wang,"=""0385093799""","=""9780385093798""",0,4.19,Anchor,Paperback,329,1958,1761,,2023/01/08,to-read,to-read (#193),to-read,,,,0,0
